Country,State,City,Tourist Place,Address,Image URL,Reviews,Best Visiting Time,Best Visiting Days,Best Visiting Months,Nearby Attractions,Recommended Stay,Google Maps Link
USA,Texas,Houston,Zoo in Houston,"856 Zoo St, Houston, Texas, USA","https://source.unsplash.com/400x300/?Zoo,Houston",3.6,Morning,Weekdays,Autumn,Nearby Amusement Park,Resort in Houston,"https://www.google.com/maps/search/Zoo+in+Houston,Houston"
Australia,Queensland,Gold Coast,Waterfall in Gold Coast,"446 Waterfall St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?Waterfall,GoldCoast",4.5,Morning,Anytime,Autumn,Nearby Shopping Mall,Resort in Gold Coast,"https://www.google.com/maps/search/Waterfall+in+Gold+Coast,Gold Coast"
Australia,Queensland,Gold Coast,Waterfall in Gold Coast,"268 Waterfall St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?Waterfall,GoldCoast",3.8,Morning,Weekends,Spring,Nearby Cultural Center,Resort in Gold Coast,"https://www.google.com/maps/search/Waterfall+in+Gold+Coast,Gold Coast"
USA,Texas,Austin,Temple in Austin,"364 Temple St, Austin, Texas, USA","https://source.unsplash.com/400x300/?Temple,Austin",3.6,Evening,Weekdays,Spring,Nearby Aquarium,Hotel in Austin,"https://www.google.com/maps/search/Temple+in+Austin,Austin"
France,Provence-Alpes-Côte d'Azur,Nice,Zoo in Nice,"477 Zoo St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Zoo,Nice",4.8,Afternoon,Weekdays,Autumn,Nearby Amusement Park,Hotel in Nice,"https://www.google.com/maps/search/Zoo+in+Nice,Nice"
France,Île-de-France,Paris,Amusement Park in Paris,"649 Amusement Park St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?AmusementPark,Paris",4.3,Morning,Weekends,Spring,Nearby Amusement Park,Hostel in Paris,"https://www.google.com/maps/search/Amusement+Park+in+Paris,Paris"
Australia,Victoria,Geelong,Waterfall in Geelong,"65 Waterfall St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Waterfall,Geelong",4.9,Morning,Weekdays,Summer,Nearby Mountain,Resort in Geelong,"https://www.google.com/maps/search/Waterfall+in+Geelong,Geelong"
USA,Florida,Orlando,Historical Site in Orlando,"666 Historical Site St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?HistoricalSite,Orlando",4.9,Evening,Weekends,Winter,Nearby Wildlife Sanctuary,Hotel in Orlando,"https://www.google.com/maps/search/Historical+Site+in+Orlando,Orlando"
USA,New York,Rochester,Mountain in Rochester,"936 Mountain St, Rochester, New York, USA","https://source.unsplash.com/400x300/?Mountain,Rochester",4.9,Morning,Anytime,Winter,Nearby Wildlife Sanctuary,Resort in Rochester,"https://www.google.com/maps/search/Mountain+in+Rochester,Rochester"
France,Normandy,Rouen,Shopping Mall in Rouen,"599 Shopping Mall St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?ShoppingMall,Rouen",4.9,Evening,Weekends,Autumn,Nearby Beach,Resort in Rouen,"https://www.google.com/maps/search/Shopping+Mall+in+Rouen,Rouen"
India,Tamil Nadu,Coimbatore,Botanical Garden in Coimbatore,"598 Botanical Garden St, Coimbatore, Tamil Nadu, India","https://source.unsplash.com/400x300/?BotanicalGarden,Coimbatore",4.2,Morning,Anytime,Summer,Nearby Historical Site,Hotel in Coimbatore,"https://www.google.com/maps/search/Botanical+Garden+in+Coimbatore,Coimbatore"
France,Île-de-France,Paris,Wildlife Sanctuary in Paris,"274 Wildlife Sanctuary St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?WildlifeSanctuary,Paris",3.8,Morning,Anytime,Spring,Nearby Historical Site,Resort in Paris,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Paris,Paris"
Australia,Victoria,Geelong,Beach in Geelong,"916 Beach St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Beach,Geelong",5.0,Evening,Weekends,Autumn,Nearby Aquarium,Hostel in Geelong,"https://www.google.com/maps/search/Beach+in+Geelong,Geelong"
Japan,Hokkaido,Hakodate,Beach in Hakodate,"550 Beach St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?Beach,Hakodate",4.8,Evening,Weekdays,Spring,Nearby Shopping Mall,Hostel in Hakodate,"https://www.google.com/maps/search/Beach+in+Hakodate,Hakodate"
Australia,Victoria,Melbourne,Beach in Melbourne,"269 Beach St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Beach,Melbourne",4.6,Morning,Anytime,Autumn,Nearby Botanical Garden,Resort in Melbourne,"https://www.google.com/maps/search/Beach+in+Melbourne,Melbourne"
USA,California,San Diego,Temple in San Diego,"786 Temple St, San Diego, California, USA","https://source.unsplash.com/400x300/?Temple,SanDiego",4.1,Morning,Weekdays,Summer,Nearby Mountain,Resort in San Diego,"https://www.google.com/maps/search/Temple+in+San+Diego,San Diego"
Australia,Victoria,Melbourne,Amusement Park in Melbourne,"135 Amusement Park St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?AmusementPark,Melbourne",4.6,Evening,Weekdays,Summer,Nearby Wildlife Sanctuary,Resort in Melbourne,"https://www.google.com/maps/search/Amusement+Park+in+Melbourne,Melbourne"
Japan,Tokyo,Shibuya,Museum in Shibuya,"78 Museum St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?Museum,Shibuya",4.0,Evening,Weekends,Winter,Nearby Museum,Hotel in Shibuya,"https://www.google.com/maps/search/Museum+in+Shibuya,Shibuya"
Japan,Osaka,Dotonbori,Zoo in Dotonbori,"201 Zoo St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?Zoo,Dotonbori",4.9,Afternoon,Weekdays,Summer,Nearby Amusement Park,Resort in Dotonbori,"https://www.google.com/maps/search/Zoo+in+Dotonbori,Dotonbori"
Japan,Hokkaido,Sapporo,Museum in Sapporo,"735 Museum St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?Museum,Sapporo",3.7,Afternoon,Weekends,Spring,Nearby Theme Park,Resort in Sapporo,"https://www.google.com/maps/search/Museum+in+Sapporo,Sapporo"
Japan,Osaka,Dotonbori,Aquarium in Dotonbori,"43 Aquarium St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?Aquarium,Dotonbori",3.6,Morning,Weekends,Spring,Nearby Amusement Park,Hotel in Dotonbori,"https://www.google.com/maps/search/Aquarium+in+Dotonbori,Dotonbori"
India,Maharashtra,Mumbai,Historical Site in Mumbai,"188 Historical Site St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?HistoricalSite,Mumbai",4.1,Evening,Anytime,Autumn,Nearby Zoo,Resort in Mumbai,"https://www.google.com/maps/search/Historical+Site+in+Mumbai,Mumbai"
Australia,New South Wales,Newcastle,Cultural Center in Newcastle,"302 Cultural Center St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?CulturalCenter,Newcastle",4.3,Afternoon,Anytime,Summer,Nearby Mountain,Hotel in Newcastle,"https://www.google.com/maps/search/Cultural+Center+in+Newcastle,Newcastle"
Australia,New South Wales,Sydney,Aquarium in Sydney,"730 Aquarium St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Aquarium,Sydney",3.9,Afternoon,Weekends,Autumn,Nearby Shopping Mall,Resort in Sydney,"https://www.google.com/maps/search/Aquarium+in+Sydney,Sydney"
USA,New York,Buffalo,Historical Site in Buffalo,"345 Historical Site St, Buffalo, New York, USA","https://source.unsplash.com/400x300/?HistoricalSite,Buffalo",3.6,Afternoon,Weekdays,Winter,Nearby Mountain,Hotel in Buffalo,"https://www.google.com/maps/search/Historical+Site+in+Buffalo,Buffalo"
France,Île-de-France,Versailles,Theme Park in Versailles,"284 Theme Park St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?ThemePark,Versailles",4.6,Morning,Anytime,Winter,Nearby Wildlife Sanctuary,Hotel in Versailles,"https://www.google.com/maps/search/Theme+Park+in+Versailles,Versailles"
Australia,Victoria,Melbourne,Wildlife Sanctuary in Melbourne,"113 Wildlife Sanctuary St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?WildlifeSanctuary,Melbourne",4.9,Morning,Weekends,Winter,Nearby Temple,Resort in Melbourne,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Melbourne,Melbourne"
India,Kerala,Kochi,Beach in Kochi,"44 Beach St, Kochi, Kerala, India","https://source.unsplash.com/400x300/?Beach,Kochi",4.8,Morning,Anytime,Summer,Nearby Beach,Hostel in Kochi,"https://www.google.com/maps/search/Beach+in+Kochi,Kochi"
India,Tamil Nadu,Madurai,Mountain in Madurai,"147 Mountain St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Mountain,Madurai",4.3,Evening,Weekends,Autumn,Nearby Botanical Garden,Hotel in Madurai,"https://www.google.com/maps/search/Mountain+in+Madurai,Madurai"
Australia,Queensland,Gold Coast,Botanical Garden in Gold Coast,"135 Botanical Garden St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?BotanicalGarden,GoldCoast",4.2,Morning,Weekdays,Winter,Nearby Amusement Park,Hostel in Gold Coast,"https://www.google.com/maps/search/Botanical+Garden+in+Gold+Coast,Gold Coast"
India,Rajasthan,Jaipur,Museum in Jaipur,"673 Museum St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Museum,Jaipur",4.6,Morning,Weekdays,Spring,Nearby Cultural Center,Hostel in Jaipur,"https://www.google.com/maps/search/Museum+in+Jaipur,Jaipur"
USA,Texas,Dallas,Theme Park in Dallas,"299 Theme Park St, Dallas, Texas, USA","https://source.unsplash.com/400x300/?ThemePark,Dallas",4.5,Morning,Anytime,Spring,Nearby Museum,Hostel in Dallas,"https://www.google.com/maps/search/Theme+Park+in+Dallas,Dallas"
India,Maharashtra,Nagpur,Mountain in Nagpur,"824 Mountain St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?Mountain,Nagpur",4.8,Afternoon,Weekdays,Spring,Nearby Cultural Center,Hotel in Nagpur,"https://www.google.com/maps/search/Mountain+in+Nagpur,Nagpur"
India,Rajasthan,Jaipur,Amusement Park in Jaipur,"927 Amusement Park St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?AmusementPark,Jaipur",4.4,Morning,Anytime,Autumn,Nearby Cultural Center,Hotel in Jaipur,"https://www.google.com/maps/search/Amusement+Park+in+Jaipur,Jaipur"
USA,Florida,Tampa,Beach in Tampa,"9 Beach St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?Beach,Tampa",4.2,Morning,Weekends,Spring,Nearby Historical Site,Hotel in Tampa,"https://www.google.com/maps/search/Beach+in+Tampa,Tampa"
India,Rajasthan,Jodhpur,Theme Park in Jodhpur,"447 Theme Park St, Jodhpur, Rajasthan, India","https://source.unsplash.com/400x300/?ThemePark,Jodhpur",4.8,Evening,Anytime,Spring,Nearby Botanical Garden,Hotel in Jodhpur,"https://www.google.com/maps/search/Theme+Park+in+Jodhpur,Jodhpur"
Australia,Queensland,Gold Coast,Amusement Park in Gold Coast,"277 Amusement Park St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?AmusementPark,GoldCoast",4.1,Evening,Weekdays,Summer,Nearby Amusement Park,Hotel in Gold Coast,"https://www.google.com/maps/search/Amusement+Park+in+Gold+Coast,Gold Coast"
USA,Texas,Houston,Historical Site in Houston,"173 Historical Site St, Houston, Texas, USA","https://source.unsplash.com/400x300/?HistoricalSite,Houston",3.9,Evening,Anytime,Summer,Nearby Cultural Center,Hostel in Houston,"https://www.google.com/maps/search/Historical+Site+in+Houston,Houston"
Japan,Kyoto,Gion,Mountain in Gion,"379 Mountain St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?Mountain,Gion",4.7,Morning,Anytime,Spring,Nearby Theme Park,Hostel in Gion,"https://www.google.com/maps/search/Mountain+in+Gion,Gion"
India,Tamil Nadu,Chennai,Aquarium in Chennai,"618 Aquarium St, Chennai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Aquarium,Chennai",4.9,Afternoon,Weekdays,Spring,Nearby Zoo,Hotel in Chennai,"https://www.google.com/maps/search/Aquarium+in+Chennai,Chennai"
France,Normandy,Caen,Beach in Caen,"678 Beach St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Beach,Caen",3.8,Afternoon,Anytime,Summer,Nearby Cultural Center,Resort in Caen,"https://www.google.com/maps/search/Beach+in+Caen,Caen"
Japan,Hokkaido,Hakodate,Aquarium in Hakodate,"210 Aquarium St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?Aquarium,Hakodate",3.9,Evening,Weekends,Spring,Nearby Shopping Mall,Hotel in Hakodate,"https://www.google.com/maps/search/Aquarium+in+Hakodate,Hakodate"
India,Maharashtra,Nagpur,Beach in Nagpur,"591 Beach St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?Beach,Nagpur",4.4,Afternoon,Weekdays,Autumn,Nearby Zoo,Resort in Nagpur,"https://www.google.com/maps/search/Beach+in+Nagpur,Nagpur"
USA,Texas,Houston,Beach in Houston,"56 Beach St, Houston, Texas, USA","https://source.unsplash.com/400x300/?Beach,Houston",4.7,Evening,Anytime,Autumn,Nearby Aquarium,Resort in Houston,"https://www.google.com/maps/search/Beach+in+Houston,Houston"
Australia,New South Wales,Newcastle,Aquarium in Newcastle,"661 Aquarium St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?Aquarium,Newcastle",4.0,Evening,Anytime,Winter,Nearby Botanical Garden,Hostel in Newcastle,"https://www.google.com/maps/search/Aquarium+in+Newcastle,Newcastle"
France,Île-de-France,Paris,Mountain in Paris,"406 Mountain St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Mountain,Paris",3.5,Evening,Weekends,Autumn,Nearby Zoo,Hostel in Paris,"https://www.google.com/maps/search/Mountain+in+Paris,Paris"
India,Kerala,Thiruvananthapuram,Mountain in Thiruvananthapuram,"382 Mountain St, Thiruvananthapuram, Kerala, India","https://source.unsplash.com/400x300/?Mountain,Thiruvananthapuram",3.8,Evening,Weekends,Summer,Nearby Shopping Mall,Hotel in Thiruvananthapuram,"https://www.google.com/maps/search/Mountain+in+Thiruvananthapuram,Thiruvananthapuram"
USA,New York,New York City,Waterfall in New York City,"417 Waterfall St, New York City, New York, USA","https://source.unsplash.com/400x300/?Waterfall,NewYorkCity",3.7,Evening,Weekends,Winter,Nearby Botanical Garden,Hostel in New York City,"https://www.google.com/maps/search/Waterfall+in+New+York+City,New York City"
Japan,Kyoto,Gion,Waterfall in Gion,"789 Waterfall St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?Waterfall,Gion",4.6,Evening,Weekdays,Autumn,Nearby Zoo,Hostel in Gion,"https://www.google.com/maps/search/Waterfall+in+Gion,Gion"
Japan,Osaka,Dotonbori,Botanical Garden in Dotonbori,"743 Botanical Garden St, Dotonbori, Osaka, Japan","https://source.unsplash.com/400x300/?BotanicalGarden,Dotonbori",4.6,Afternoon,Weekdays,Spring,Nearby Museum,Hotel in Dotonbori,"https://www.google.com/maps/search/Botanical+Garden+in+Dotonbori,Dotonbori"
Australia,Victoria,Geelong,Museum in Geelong,"456 Museum St, Geelong, Victoria, Australia","https://source.unsplash.com/400x300/?Museum,Geelong",4.0,Afternoon,Weekdays,Summer,Nearby Zoo,Hostel in Geelong,"https://www.google.com/maps/search/Museum+in+Geelong,Geelong"
India,Rajasthan,Jodhpur,Mountain in Jodhpur,"122 Mountain St, Jodhpur, Rajasthan, India","https://source.unsplash.com/400x300/?Mountain,Jodhpur",4.4,Morning,Anytime,Summer,Nearby Museum,Hotel in Jodhpur,"https://www.google.com/maps/search/Mountain+in+Jodhpur,Jodhpur"
India,Rajasthan,Jaipur,Aquarium in Jaipur,"708 Aquarium St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Aquarium,Jaipur",3.7,Morning,Weekends,Summer,Nearby Theme Park,Hotel in Jaipur,"https://www.google.com/maps/search/Aquarium+in+Jaipur,Jaipur"
France,Provence-Alpes-Côte d'Azur,Nice,Beach in Nice,"392 Beach St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Beach,Nice",4.6,Afternoon,Anytime,Winter,Nearby Amusement Park,Hotel in Nice,"https://www.google.com/maps/search/Beach+in+Nice,Nice"
India,Tamil Nadu,Chennai,Beach in Chennai,"908 Beach St, Chennai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Beach,Chennai",3.7,Morning,Weekends,Winter,Nearby Cultural Center,Hostel in Chennai,"https://www.google.com/maps/search/Beach+in+Chennai,Chennai"
Australia,New South Wales,Newcastle,Cultural Center in Newcastle,"381 Cultural Center St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?CulturalCenter,Newcastle",4.6,Evening,Weekends,Autumn,Nearby Aquarium,Hostel in Newcastle,"https://www.google.com/maps/search/Cultural+Center+in+Newcastle,Newcastle"
USA,Florida,Tampa,Beach in Tampa,"450 Beach St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?Beach,Tampa",4.3,Evening,Weekdays,Autumn,Nearby Zoo,Hotel in Tampa,"https://www.google.com/maps/search/Beach+in+Tampa,Tampa"
France,Provence-Alpes-Côte d'Azur,Nice,Botanical Garden in Nice,"896 Botanical Garden St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?BotanicalGarden,Nice",3.7,Afternoon,Weekdays,Summer,Nearby Zoo,Hostel in Nice,"https://www.google.com/maps/search/Botanical+Garden+in+Nice,Nice"
Japan,Tokyo,Shibuya,Aquarium in Shibuya,"278 Aquarium St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?Aquarium,Shibuya",4.0,Evening,Anytime,Winter,Nearby Temple,Hostel in Shibuya,"https://www.google.com/maps/search/Aquarium+in+Shibuya,Shibuya"
USA,New York,New York City,Museum in New York City,"628 Museum St, New York City, New York, USA","https://source.unsplash.com/400x300/?Museum,NewYorkCity",3.6,Afternoon,Weekdays,Winter,Nearby Historical Site,Resort in New York City,"https://www.google.com/maps/search/Museum+in+New+York+City,New York City"
Japan,Kyoto,Arashiyama,Historical Site in Arashiyama,"109 Historical Site St, Arashiyama, Kyoto, Japan","https://source.unsplash.com/400x300/?HistoricalSite,Arashiyama",4.8,Afternoon,Weekends,Autumn,Nearby Beach,Resort in Arashiyama,"https://www.google.com/maps/search/Historical+Site+in+Arashiyama,Arashiyama"
Japan,Kyoto,Gion,Beach in Gion,"49 Beach St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?Beach,Gion",4.9,Afternoon,Anytime,Winter,Nearby Theme Park,Hostel in Gion,"https://www.google.com/maps/search/Beach+in+Gion,Gion"
India,Rajasthan,Jaipur,Historical Site in Jaipur,"376 Historical Site St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?HistoricalSite,Jaipur",4.0,Afternoon,Weekdays,Autumn,Nearby Beach,Hostel in Jaipur,"https://www.google.com/maps/search/Historical+Site+in+Jaipur,Jaipur"
France,Normandy,Rouen,Amusement Park in Rouen,"354 Amusement Park St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?AmusementPark,Rouen",3.9,Morning,Anytime,Spring,Nearby Museum,Hotel in Rouen,"https://www.google.com/maps/search/Amusement+Park+in+Rouen,Rouen"
France,Provence-Alpes-Côte d'Azur,Marseille,Beach in Marseille,"312 Beach St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Beach,Marseille",4.6,Afternoon,Anytime,Spring,Nearby Temple,Resort in Marseille,"https://www.google.com/maps/search/Beach+in+Marseille,Marseille"
France,Provence-Alpes-Côte d'Azur,Nice,Beach in Nice,"765 Beach St, Nice, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Beach,Nice",4.3,Morning,Weekdays,Autumn,Nearby Temple,Hotel in Nice,"https://www.google.com/maps/search/Beach+in+Nice,Nice"
